居ます,います,"exist, be (referring to animate things)"
有ります,あります,"exist, be (referring to inanimate things)"
色々,いろいろ,various
男の人,おとこのひと,man
女の人,おんなのひと,woman
男の子,おとこのこ,boy
女の子,おんなのこ,girl
犬,いぬ,dog
猫,ねこ,cat
木,き,tree
物,もの,thing
?,フィルム,film
電池,でんち,battery
箱,はこ,box
?,スイッチ,switch
冷蔵庫,れいぞうこ,refrigerator
?,テーブル,table
?,ベッド,bed
棚,たな,shelf
?,ドア,door
窓,まど,window
?,ポスト,"mailbox, postbox"
?,ビル,building
公園,こうえん,park
喫茶店,きっさてん,coffee shop
本屋,ほんや,bookstore
〜屋,～や,~ store
乗り場,のりば,"stand ( taxis, trains, etc.)"
県,けん,"prefecture,division,district"
上,うえ,"on, above, over"
下,した,"under, below, beneath"
前,まえ,"front, before"
後ろ,うしろ,"back, behind"
右,みぎ,right (side)
左,ひだり,left (side)
中,なか,"in, inside"
外,そと,outside
隣,となり,"next, next door"
近く,ちかく,"near, vicinity"
間,あいだ,"between, among"
?,～や～ など,"~, ~, and so on"
一番〜,いちばん～,the most ~
?,いちばんうえ,the top
〜段目,～だんめ,the ~th shelf
?,だん,the counter for shelves
?,どうもすみません,Thank you
チリソース,チリソース,chilli sauce
奥,おく,the back
?,スパイスコーナー,spice corner
